caller_id,fraud_probability,anomaly_intensity,final_risk,predicted_fraud,true_label
9000037320,0.033953493856816536,-0.052464633664459415,0.09348189837618948,0,0
9000124590,0.03367911733169881,-0.09702221415919499,0.04610486486281207,0,0
9000150245,0.01738321168395683,-0.03746898355246586,0.09942884911508193,0,0
9000187424,0.017390081997540965,-0.015366495045109119,0.12285236896261624,0,0
9000246474,0.03649761725452862,-0.11682161921195805,0.026816872792752813,0,0
9000301645,0.02543886374491903,-0.08602996417413883,0.05280790227881935,0,0
9000331751,0.028168256875710042,-0.08669709429777894,0.05373865912641554,0,0
9000335247,0.044843459450043116,-0.06557319138772649,0.08612628670440034,0,0
9000574518,0.06358084652353263,0.15531776636416672,0.3314207885709659,0,0
9000576909,0.02834259198734168,-0.10207421619649593,0.03754993953481769,0,0
9000735126,0.024851150299290956,-0.06798336518141296,0.07157712458903275,0,0
9000791977,0.035984418331430644,-0.06451526568862681,0.08193182099824038,0,0
9001028548,0.01789129644943061,-0.08917630755733696,0.04494555327452205,0,0
9001260765,0.02853967363785027,-0.07702118199412433,0.06421393111714793,0,0
9001338865,0.0352504393190636,-0.09421436008145545,0.05002280952716666,0,0
9001380074,0.022789785844866545,-0.05380471432828954,0.08536374829900102,0,0
9001538740,0.022220514854508412,-0.09966177450222136,0.03643287290653974,0,0
9001639435,0.047716301489846395,-0.10445915436264747,0.04664712782659383,0,0
9001688878,0.026046878069175227,-0.10017909146563969,0.03818055112346048,0,0
9001730905,0.02777720116066803,-0.08194922535396171,0.058534781885449645,0,0
9001797809,0.025466373653594155,-0.0842731997445143,0.054685844087119365,0,0
9001852300,0.04256736071313751,-0.08164778449973598,0.06772827890215526,0,0
9001925896,0.019880676880925888,0.030806519800390952,0.17327081855485935,0,0
9001935443,0.03150929513960813,-0.08656674701566675,0.05588139571085534,0,0
9001938326,0.033359960112725975,-0.0375222011763956,0.10895850973911866,0,0
9002033320,0.0314665096578381,-0.10715472285592587,0.03404107703291081,0,0
9002160374,0.044657181271915015,-0.08477287246599374,0.06567088446634231,0,0
9002213039,0.02961961841727553,-0.09766675506643935,0.042986221609019486,0,0
9002381203,0.01022261145464925,-0.0552406761719742,0.076301924428258,0,0
9002421408,0.019756823032743464,-0.04741065228499036,0.09031900327834087,0,0
9002479278,0.019041415523953897,0.005507551526909071,0.1459609318483837,0,0
9002482954,0.03581320568254705,-0.06597099197331352,0.08028663212755052,0,0
9002560324,0.030537096382029928,-0.07734299854976828,0.0650713937531869,0,0
9002639616,0.023917116494481236,-0.078969727676656,0.05937575301595179,0,0
9002661002,0.019058424910225295,-0.09529536879285516,0.03916218357389397,0,0
9002937899,0.04126118428439882,0.01926275313513548,0.17386755631472212,0,0
9003323051,0.031036147560715294,-0.07576722393489049,0.06704048678439853,0,0
9003335117,0.02324303893235594,-0.07610978800892704,0.062001646901118056,0,0
9003399035,0.14770581338253563,0.09311088917011168,0.31598248504542725,0,0
9003575842,0.034108678145642043,-0.11679597645478712,0.02541067992982018,0,0
9003640437,0.026631282058780844,-0.11554867442150091,0.022245860986346375,0,0
9003662386,0.030180439829446987,-0.08967492077322975,0.05179071774374765,0,0
